snoring,respirationrate,bodytemperature,sleepinghours,heartrate,stresslevel
37,20,97.77,8.92,80,1
69,7,100.26,10.2,47,4
74,28,95.05,5.09,93,4
79,33,80.34,1.75,36,5
79,1,80.46,0.95,44,5
33,17,98.54,7.48,62,1
35,20,98.98,7.52,75,1
42,14,98.54,8.57,64,1
65,24,99.79,6.06,53,3
64,25,96.33,5.51,89,3
81,39,107.2,3.88,130,5
43,17,97.73,7.68,78,1
53,10,96.83,6.68,56,2
62,8,96.38,5.78,53,3
63,9,96.17,5.85,89,3
46,22,99.5,9.23,81,2
48,22,96.76,9.25,59,2
50,10,99.35,9.47,55,2
51,23,99.46,6.89,55,2
56,8,99.9,5.83,89,3
66,7,100.47,5.15,97,4
84,4,83.26,1.64,127,5
65,24,96.32,6.07,53,3
51,11,99.38,6.9,85,2
54,21,99.44,9.42,57,2
66,6,95.0,10.19,49,4
41,20,97.35,8.88,60,1
37,16,97.74,7.45,80,1
40,15,97.85,7.37,74,1
74,6,95.8,5.21,45,4
54,21,99.23,6.85,84,2
38,16,98.77,7.41,67,1
63,9,96.36,5.56,87,3
75,7,95.35,10.1,94,4
72,7,95.45,10.07,93,4
40,12,98.25,8.12,71,1
80,3,83.78,2.07,114,5
71,7,95.74,10.3,46,4
78,39,107.36,2.33,41,5
70,7,95.66,10.02,46,4
61,26,99.97,6.38,50,3
47,10,96.55,9.18,55,2
90,3,83.01,1.52,119,5
45,12,97.92,8.01,71,1
82,3,81.56,3.48,120,5
53,11,99.25,9.06,81,2
61,9,99.99,5.54,52,3
61,26,99.9,6.08,89,3
35,16,98.22,7.78,67,1
86,33,109.1,3.6,125,5
68,6,95.25,10.11,95,4
74,7,95.25,10.03,94,4
47,11,96.88,9.44,82,2
60,25,99.67,5.81,54,3
84,2,80.16,2.77,118,5
70,7,100.64,10.39,48,4
67,30,100.35,5.27,97,4
56,25,99.84,5.74,86,3
33,16,98.16,8.54,73,1
71,6,100.14,10.22,48,4
58,9,99.61,5.8,50,3
57,26,99.6,6.4,51,3
34,20,98.12,8.47,68,1
72,30,95.48,5.15,98,4
89,1,80.67,2.2,43,5
87,1,106.74,0.53,119,5
62,8,95.99,5.77,50,3
63,24,96.39,5.74,88,3
41,12,97.17,8.38,67,1
81,1,107.56,1.67,39,5
76,3,107.95,3.2,42,5
35,18,98.04,8.41,74,1
73,7,100.52,5.14,48,4
32,14,98.71,8.73,76,1
55,10,99.45,9.14,56,2
44,18,98.02,8.74,66,1
31,12,98.07,8.39,76,1
68,28,100.24,10.36,45,4
56,24,99.96,5.55,87,3
39,13,98.72,7.99,60,1
70,28,100.69,10.14,48,4
37,17,98.51,8.78,75,1
45,14,97.92,7.41,75,1
50,10,96.68,9.24,81,2
61,9,99.61,6.23,88,3
77,2,108.5,2.42,38,5
85,4,82.71,3.82,130,5
81,3,105.73,0.09,116,5
54,21,96.56,9.45,85,2
82,38,81.66,1.14,37,5
84,1,108.15,0.89,38,5
74,7,100.67,10.26,94,4
57,9,99.69,5.78,50,3
70,27,100.47,10.3,97,4
86,40,105.79,3.57,122,5
68,30,100.12,5.01,98,4
31,17,97.8,8.44,71,1
34,14,97.77,7.67,69,1
31,16,97.51,7.65,78,1
57,9,99.74,5.63,87,3
81,39,80.28,0.31,121,5
74,28,100.51,5.3,93,4
78,3,106.68,1.38,114,5
67,30,95.65,10.13,93,4
69,7,100.33,5.2,46,4
85,4,82.17,0.71,40,5
81,31,105.03,1.3,122,5
78,37,83.25,2.47,118,5
35,18,98.87,7.74,67,1
69,28,95.11,5.04,47,4
70,30,95.56,5.22,92,4
70,27,100.64,10.14,45,4
50,23,99.35,6.63,81,2
71,6,100.67,5.13,47,4
69,28,95.14,5.06,45,4
90,39,81.42,3.78,115,5
50,11,99.25,9.2,84,2
35,17,97.49,8.12,61,1
87,40,105.65,2.78,119,5
80,1,105.35,1.53,40,5
81,38,105.89,0.35,44,5
41,17,98.11,8.62,71,1
55,11,99.44,6.87,81,2
55,21,99.17,6.56,55,2
84,2,106.61,1.85,35,5
45,13,97.45,8.6,74,1
38,18,97.82,7.86,74,1
77,1,109.89,2.12,127,5
51,11,96.51,9.08,84,2
59,24,96.07,6.12,52,3
87,2,84.18,3.43,38,5
52,11,96.7,9.45,59,2
61,8,99.77,6.16,54,3
47,10,96.68,6.8,56,2
78,38,106.34,2.23,43,5
44,16,97.25,8.41,67,1
42,19,98.68,8.62,72,1
74,29,100.27,10.17,93,4
51,11,99.15,9.5,84,2
67,6,100.21,10.24,48,4
38,18,98.63,7.67,67,1
51,21,99.44,9.15,55,2
31,14,98.34,8.26,69,1
76,31,107.94,3.79,39,5
79,36,82.75,2.15,41,5
34,18,98.68,7.75,65,1
77,39,81.91,2.65,42,5
85,38,81.94,1.78,38,5
59,24,99.91,5.52,54,3
82,37,109.91,0.9,39,5
75,6,100.19,5.16,91,4
73,29,95.77,10.02,46,4
61,24,99.77,6.12,88,3
48,11,99.19,9.25,55,2
38,19,97.5,7.83,67,1
31,12,97.87,8.89,65,1
88,33,82.57,2.98,116,5
54,10,96.51,9.36,82,2
30,19,97.51,7.06,67,1
52,21,96.77,6.86,84,2
88,34,108.42,1.46,36,5
40,19,98.21,7.17,69,1
66,29,100.2,5.01,49,4
54,10,99.45,6.62,85,2
48,23,96.87,6.58,57,2
66,28,100.4,10.2,48,4
65,9,95.98,5.65,51,3
37,18,97.03,8.43,68,1
88,2,83.55,2.11,120,5
41,13,98.15,7.21,74,1
43,16,98.91,7.69,66,1
51,11,99.34,6.73,81,2
54,21,96.52,6.69,84,2
71,7,95.3,10.42,94,4
39,19,98.54,8.69,80,1
33,13,97.79,7.49,66,1
51,21,99.19,6.83,83,2
61,9,99.78,6.14,52,3
50,10,99.18,9.38,57,2
59,25,99.97,6.18,87,3
59,8,95.93,5.52,89,3
87,33,82.95,0.38,129,5
32,16,97.73,7.95,79,1
47,22,99.18,6.84,83,2
87,33,83.11,2.81,118,5
74,6,95.27,5.2,47,4
37,18,98.95,8.7,74,1
87,5,106.0,3.81,42,5
43,12,97.1,7.52,61,1
70,27,100.32,10.39,49,4
73,6,100.34,10.27,100,4
58,8,99.98,6.4,53,3
36,12,98.21,7.61,70,1
60,8,96.12,6.16,54,3
51,23,99.15,9.5,55,2
73,29,100.43,10.36,95,4
53,10,96.55,9.48,82,2
76,0,84.97,0.68,130,5
84,36,108.26,0.77,37,5
53,21,99.41,6.83,56,2
64,25,95.95,5.52,53,3
86,0,107.21,3.62,39,5
83,37,84.92,2.06,37,5
64,8,96.38,5.82,90,3
75,27,100.11,10.38,94,4
76,3,82.98,0.6,35,5
44,20,98.93,7.3,67,1
46,23,99.31,9.5,85,2
76,2,108.01,1.41,40,5
74,7,100.46,10.06,49,4
66,7,100.27,5.08,100,4
46,21,99.41,9.38,84,2
32,20,97.27,7.74,67,1
69,30,100.44,5.15,48,4
61,9,95.98,5.68,88,3
74,6,100.32,5.2,91,4
73,28,100.29,5.08,45,4
76,38,108.0,3.22,115,5
71,6,95.61,5.09,99,4
47,10,99.35,6.57,57,2
57,9,99.84,5.87,51,3
72,27,95.27,5.28,92,4
63,8,96.23,5.8,90,3
67,7,100.28,10.45,94,4
56,24,99.87,5.8,50,3
73,7,95.39,5.18,48,4
34,14,97.59,7.17,74,1
58,26,96.1,6.08,53,3
60,8,99.6,5.78,87,3
84,2,84.8,0.88,39,5
34,20,98.07,7.8,73,1
42,13,97.18,8.6,67,1
67,6,95.7,5.27,49,4
61,8,99.67,6.35,50,3
32,17,97.69,8.63,66,1
90,1,80.3,3.5,125,5
33,18,97.94,7.34,69,1
50,21,99.21,6.62,55,2
47,21,99.43,6.8,83,2
56,26,96.31,5.59,87,3
33,20,98.01,7.62,73,1
61,9,99.88,6.17,89,3
30,17,98.84,7.24,75,1
42,14,98.67,8.39,72,1
72,27,100.23,10.17,48,4
67,6,100.15,10.34,99,4
57,8,96.21,5.77,87,3
60,9,95.97,5.72,87,3
70,30,95.34,5.22,91,4
71,7,95.8,5.2,92,4
67,30,100.26,10.36,47,4
74,29,95.66,10.45,94,4
78,5,109.51,0.52,35,5
60,24,96.15,6.12,86,3
57,25,99.67,5.56,86,3
47,23,96.71,6.63,58,2
51,11,96.61,6.7,55,2
62,25,99.84,5.89,87,3
49,23,96.84,9.33,82,2
55,10,96.62,6.83,84,2
57,26,99.83,5.59,86,3
72,7,95.49,5.0,94,4
60,9,96.01,6.08,50,3
57,9,96.04,6.26,51,3
62,8,99.68,6.4,86,3
33,20,97.65,8.58,69,1
36,17,98.03,7.15,61,1
31,18,97.06,8.12,76,1
78,5,80.36,0.25,113,5
64,8,96.39,5.53,50,3
69,28,95.23,5.3,99,4
37,20,97.34,7.99,66,1
68,6,100.2,5.18,46,4
58,26,99.8,6.2,52,3
81,34,105.37,1.95,120,5
56,24,99.68,5.74,89,3
39,13,97.54,7.09,61,1
60,26,96.16,5.87,54,3
47,21,96.71,9.14,84,2
50,10,99.35,6.85,56,2
56,25,96.3,5.75,89,3
80,1,107.96,2.44,123,5
69,6,95.1,5.25,49,4
86,1,83.36,0.09,114,5
49,22,96.81,9.32,82,2
50,23,99.41,6.54,58,2
75,6,100.55,10.36,93,4
61,8,96.02,6.3,51,3
30,15,98.1,8.04,75,1
58,24,96.13,5.88,87,3
41,12,98.73,7.47,70,1
61,26,95.91,5.69,50,3
47,21,96.7,9.18,55,2
59,8,96.14,6.14,54,3
53,21,96.59,6.52,84,2
47,21,99.35,6.9,55,2
46,10,96.55,6.83,58,2
72,6,100.61,10.15,91,4
47,23,99.31,6.87,57,2
34,15,98.98,8.58,80,1
56,26,99.84,6.19,50,3
31,16,98.87,7.04,67,1
70,28,95.49,10.02,100,4
36,14,98.34,8.27,60,1
39,12,98.11,7.12,69,1
70,6,100.23,10.28,49,4
63,9,99.94,6.13,87,3
37,20,98.83,7.47,67,1
53,22,96.51,6.6,81,2
60,8,96.23,6.06,88,3
87,1,106.64,3.72,112,5
44,18,97.01,8.89,61,1
62,8,99.72,6.17,87,3
31,14,98.22,8.12,77,1
76,5,83.87,1.89,41,5
55,11,96.88,6.87,82,2
58,25,99.68,6.2,87,3
62,25,99.6,5.52,53,3
58,8,99.71,5.51,51,3
45,19,98.92,8.98,68,1
72,27,100.23,10.05,100,4
73,6,100.2,5.39,99,4
52,10,96.61,9.01,81,2
48,10,96.67,6.76,56,2
49,23,99.42,9.31,85,2
53,10,96.79,9.27,59,2
52,11,96.83,9.48,84,2
36,17,98.3,8.76,67,1
53,10,99.23,9.27,57,2
62,25,99.98,5.86,53,3
55,10,96.67,6.82,83,2
72,27,100.45,5.38,45,4
32,13,98.68,8.36,62,1
50,21,96.83,6.66,58,2
69,30,100.28,5.38,47,4
51,22,99.21,9.48,55,2
81,1,83.94,3.71,119,5
34,19,98.8,7.47,67,1
47,23,99.22,6.71,56,2
38,14,97.35,7.26,62,1
74,29,100.44,10.13,48,4
45,15,97.56,7.07,70,1
72,7,100.36,5.28,94,4
87,5,106.73,1.78,36,5
48,10,96.72,6.69,82,2
31,19,97.29,8.83,70,1
73,7,100.55,10.28,45,4
30,16,97.13,7.08,60,1
52,11,99.3,6.56,57,2
32,19,98.51,7.79,76,1
67,6,95.67,5.36,49,4
79,40,106.95,0.13,40,5
31,18,98.81,8.8,70,1
65,25,99.69,5.54,90,3
75,27,100.31,5.04,98,4
78,5,83.7,0.07,42,5
87,0,84.63,3.15,125,5
68,6,100.38,5.12,46,4
75,7,100.34,10.4,49,4
46,10,99.23,9.46,84,2
47,22,96.58,6.78,57,2
85,5,109.33,0.94,121,5
58,26,99.86,6.03,53,3
46,22,99.11,9.42,58,2
67,7,95.38,10.21,99,4
50,11,96.82,6.82,59,2
63,26,99.94,6.24,54,3
73,7,95.05,5.24,46,4
39,18,99.0,7.96,79,1
78,3,84.31,0.94,38,5
54,22,99.3,9.3,81,2
44,14,97.28,8.63,63,1
43,18,98.02,8.08,73,1
70,27,100.17,10.21,99,4
36,19,98.26,8.18,78,1
78,1,82.76,0.48,36,5
75,6,100.58,5.09,96,4
65,8,99.91,6.36,54,3
73,27,100.4,5.35,48,4
63,8,99.78,6.33,51,3
71,30,100.17,10.41,48,4
38,12,97.75,8.78,61,1
79,32,109.57,2.17,112,5
59,8,96.05,6.09,50,3
88,39,108.4,1.18,129,5
51,23,99.38,6.66,82,2
36,19,97.14,8.02,69,1
64,24,99.65,5.6,87,3
71,28,95.59,10.02,91,4
59,25,99.65,5.86,88,3
58,8,99.94,6.07,89,3
71,30,95.31,10.17,45,4
88,3,82.69,0.02,42,5
56,26,99.82,6.29,88,3
48,21,96.65,6.68,57,2
67,30,95.24,5.12,99,4
85,33,108.34,1.17,35,5
33,18,98.99,8.98,61,1
60,25,99.86,6.36,90,3
73,6,100.36,10.09,49,4
64,8,96.34,6.32,86,3
32,15,98.98,7.39,72,1
85,31,84.79,1.56,37,5
73,6,100.61,5.22,94,4
52,10,99.47,9.28,82,2
53,23,96.75,9.38,56,2
53,11,96.63,9.16,56,2
36,20,98.73,7.76,60,1
71,27,95.31,5.34,46,4
72,6,95.69,5.04,47,4
59,25,96.02,6.15,90,3
77,1,106.83,3.71,40,5
68,28,95.23,5.31,46,4
55,10,96.84,6.8,55,2
69,7,95.42,5.39,45,4
72,28,100.65,10.48,45,4
89,34,84.37,3.28,42,5
39,15,98.36,7.14,77,1
70,7,100.3,10.09,46,4
75,7,100.69,10.14,91,4
81,31,80.4,0.21,35,5
63,25,99.68,6.33,50,3
72,7,95.32,5.35,46,4
60,25,99.63,6.34,53,3
73,27,100.28,5.0,49,4
69,29,95.48,10.3,95,4
88,2,82.71,0.97,39,5
62,26,99.79,6.17,87,3
71,7,95.78,5.31,45,4
66,7,95.44,5.09,93,4
88,38,106.08,3.87,42,5
54,10,96.75,6.56,85,2
67,7,100.62,5.32,48,4
64,8,99.65,5.74,90,3
65,24,99.69,6.09,52,3
53,10,99.12,6.59,57,2
78,39,84.26,1.25,125,5
70,6,95.49,5.25,94,4
56,26,96.39,6.26,53,3
66,7,100.67,10.47,45,4
60,8,96.06,5.66,90,3
86,1,105.11,1.19,114,5
68,7,95.16,10.5,99,4
69,6,100.37,10.14,93,4
58,8,96.04,6.08,52,3
47,22,99.21,6.69,55,2
52,22,99.5,9.35,57,2
58,8,95.99,6.24,87,3
66,27,95.54,5.19,92,4
49,23,96.72,6.79,58,2
44,18,98.6,7.68,62,1
50,22,96.55,6.53,85,2
74,27,95.65,10.33,97,4
87,37,106.05,3.86,122,5
33,13,98.3,8.78,65,1
33,16,98.3,7.76,61,1
79,1,108.38,1.82,119,5
60,8,99.91,5.67,87,3
70,7,95.27,10.02,93,4
83,2,108.82,3.69,124,5
77,4,81.99,1.61,114,5
49,21,99.46,9.09,59,2
79,3,84.66,0.9,44,5
72,29,95.68,5.02,94,4
67,30,95.24,10.32,46,4
76,2,84.2,0.0,44,5
49,11,99.18,9.14,55,2
71,6,95.31,5.06,49,4
65,25,99.85,6.18,54,3
59,26,96.24,6.21,87,3
74,29,100.24,5.31,48,4
56,25,95.95,5.57,51,3
84,1,106.13,0.3,112,5
72,7,100.24,5.39,49,4
71,28,95.38,5.06,48,4
62,8,99.82,6.2,87,3
70,30,95.36,5.36,46,4
71,30,95.74,5.1,96,4
34,20,97.89,7.18,73,1
60,26,96.34,5.87,53,3
56,24,96.39,6.05,50,3
49,10,96.78,9.04,81,2
64,24,96.09,5.87,50,3
32,17,98.97,8.1,71,1
82,5,105.95,0.37,43,5
39,19,97.93,8.7,76,1
52,10,96.56,9.28,57,2
71,7,95.59,10.34,93,4
48,11,99.17,9.45,56,2
88,3,109.37,0.25,113,5
90,0,107.87,0.34,115,5
36,19,97.8,7.62,64,1
55,23,96.74,6.84,58,2
85,5,107.36,0.88,37,5
80,0,82.4,0.15,128,5
48,10,99.4,9.44,57,2
56,9,96.2,6.01,50,3
44,20,97.39,7.05,76,1
62,24,96.13,6.19,54,3
49,21,99.37,9.3,81,2
54,23,99.27,6.89,81,2
75,7,95.42,10.32,92,4
51,21,96.84,9.25,84,2
65,9,99.77,6.29,52,3
67,7,100.67,10.22,45,4
75,7,100.51,10.12,94,4
89,4,83.74,2.77,117,5
65,25,96.26,5.89,53,3
90,2,107.72,1.49,115,5
53,10,99.42,9.38,59,2
32,18,97.87,7.23,76,1
69,29,95.08,10.24,48,4
33,13,98.69,8.54,66,1
32,17,98.28,7.98,73,1
58,8,96.27,5.71,90,3
43,12,98.77,8.83,73,1
66,6,95.17,10.38,98,4
60,26,99.93,5.63,86,3
74,30,95.42,5.06,96,4
55,22,99.37,6.59,82,2
40,14,98.43,8.22,74,1
33,12,98.05,7.67,76,1
73,27,95.42,5.2,48,4
79,0,109.78,3.81,39,5
59,8,96.36,5.85,88,3
48,11,99.2,6.65,56,2
74,6,100.53,5.38,45,4
80,4,109.89,3.67,113,5
43,18,98.2,8.04,73,1
59,24,96.04,5.61,88,3
73,30,100.52,10.48,47,4
51,22,99.24,9.32,84,2
37,12,97.33,8.47,67,1
46,10,96.66,6.84,81,2
66,6,95.25,10.41,93,4
90,33,106.57,3.47,129,5
61,8,96.22,6.24,51,3
79,3,80.32,2.64,41,5
47,10,96.72,6.59,82,2
40,19,98.21,7.65,79,1
30,15,98.1,7.36,72,1
57,24,99.95,5.71,88,3
67,28,95.69,10.03,45,4
35,12,97.61,8.35,75,1
76,39,107.12,1.52,118,5
53,22,96.54,6.82,58,2
40,17,97.59,8.44,67,1
70,7,95.19,10.09,46,4
32,13,98.45,7.23,72,1
30,16,97.72,7.66,72,1
63,24,96.27,5.63,90,3
77,5,109.4,1.26,123,5
60,8,99.65,5.84,86,3
49,22,96.69,9.17,85,2
77,35,108.55,0.38,125,5
73,28,95.78,10.38,45,4
52,23,96.75,6.6,84,2
67,6,100.46,10.34,46,4
34,16,98.54,7.26,64,1
48,10,96.58,6.8,57,2
60,24,99.64,6.13,51,3
42,17,97.25,8.02,76,1
89,0,82.36,3.79,36,5
61,9,95.98,5.84,53,3
63,24,99.62,6.39,50,3
67,30,95.34,10.19,47,4
38,16,98.09,7.82,72,1
57,25,99.89,5.7,86,3
82,34,108.48,1.44,112,5
51,11,99.42,9.41,59,2
90,35,105.54,0.15,112,5
71,28,95.01,10.1,93,4
73,28,95.43,5.35,98,4
45,13,98.71,8.71,76,1
45,13,97.47,8.67,66,1
64,24,95.97,5.87,53,3
48,21,96.76,9.47,84,2
66,30,100.14,10.28,47,4
64,25,96.35,6.38,50,3
47,23,96.64,6.67,55,2
52,23,96.72,9.31,84,2
43,13,97.01,7.4,80,1
86,0,106.58,1.45,128,5
74,6,100.17,5.08,49,4
70,7,100.62,10.39,45,4
54,23,96.84,9.2,83,2
66,7,95.07,5.16,91,4
59,8,99.6,6.19,54,3
71,6,95.71,10.3,48,4
48,11,99.3,9.04,81,2
76,34,105.05,3.33,44,5
54,11,99.16,6.87,55,2
52,10,96.8,9.13,59,2
63,25,99.97,6.38,54,3
59,9,95.98,6.15,52,3
33,18,97.27,8.29,60,1
50,21,96.6,6.76,58,2
47,22,99.22,6.72,84,2
87,0,105.35,3.51,43,5
66,6,100.45,10.45,49,4
53,11,99.14,9.29,84,2
59,24,99.69,5.77,50,3
84,3,105.76,3.11,121,5
57,9,96.02,5.81,52,3
62,8,95.92,5.66,90,3
88,40,109.97,3.23,43,5
70,7,95.51,10.47,96,4
46,23,99.45,6.81,83,2
76,2,81.51,0.63,40,5
31,15,97.72,8.77,71,1
64,9,99.96,5.58,87,3
63,26,99.73,5.51,90,3
69,30,95.06,5.35,93,4
39,15,97.6,7.73,60,1
77,32,107.85,0.93,42,5
41,15,97.9,7.08,79,1
80,4,83.92,0.28,38,5
61,26,99.72,6.37,50,3
30,18,97.21,7.44,76,1
83,0,80.03,1.83,42,5
82,35,109.98,0.81,128,5
85,31,106.99,0.65,127,5
72,28,95.06,10.34,97,4
61,26,99.86,5.71,51,3
72,6,95.12,5.27,47,4
47,10,99.16,9.47,85,2
57,26,96.38,5.89,53,3
43,13,98.48,8.44,77,1
32,20,98.66,7.06,72,1
36,14,98.08,8.91,61,1
68,7,95.71,10.09,93,4
88,39,106.46,1.02,125,5
42,18,97.62,7.12,77,1
40,13,98.53,8.6,74,1
60,8,96.39,6.09,51,3
70,28,100.1,10.46,91,4
52,11,96.51,9.37,57,2
89,33,107.55,3.32,122,5
53,11,96.87,6.63,59,2
79,37,83.5,1.83,121,5
50,11,99.47,9.46,84,2
48,11,96.53,6.59,84,2
56,8,99.67,5.61,54,3
79,40,83.92,1.65,44,5
32,14,97.25,7.93,71,1
73,29,95.59,10.29,49,4
68,28,100.4,5.14,97,4
52,22,99.21,6.51,85,2
47,23,96.54,9.28,58,2
76,35,105.32,0.94,124,5
40,13,98.04,8.52,76,1
51,22,96.85,6.84,59,2
53,21,99.21,9.1,56,2
50,22,99.26,6.59,55,2
30,16,98.59,7.59,61,1
87,34,84.79,3.48,35,5
68,29,95.04,5.19,94,4
45,20,97.08,8.44,65,1
72,6,100.59,10.08,95,4
53,11,96.51,6.53,55,2
47,22,99.16,6.58,82,2
75,7,100.28,5.01,46,4
60,26,96.04,6.28,87,3
87,0,81.73,2.62,127,5
51,23,96.66,6.74,58,2
89,35,80.97,3.81,119,5
69,28,100.12,10.41,100,4
84,3,84.55,0.51,38,5
74,7,100.46,10.34,98,4
60,9,99.64,5.59,87,3
51,21,99.22,9.47,55,2
63,8,95.91,5.51,53,3
68,7,100.34,10.4,47,4
38,13,98.5,8.22,72,1
53,21,96.79,9.44,56,2
59,9,99.62,5.85,54,3
38,19,98.62,8.94,60,1
47,22,96.78,6.86,85,2
61,24,99.84,5.52,54,3
88,37,82.68,3.71,42,5
33,15,98.77,8.12,74,1
34,18,98.09,8.63,73,1
75,29,100.57,5.09,96,4
34,14,97.99,7.36,65,1
51,23,96.51,9.33,58,2
69,6,95.65,10.3,91,4
58,24,96.31,6.08,52,3
69,29,95.38,10.26,91,4
44,18,98.97,7.44,65,1
80,37,84.02,0.52,116,5
68,6,95.63,10.31,93,4
88,3,107.37,2.54,37,5
70,29,100.51,10.07,48,4
73,7,95.15,5.34,47,4
69,6,100.42,10.24,45,4
36,20,98.65,8.22,65,1
57,25,99.84,6.4,86,3
42,20,98.53,8.92,75,1
34,14,98.8,7.99,78,1
68,28,100.68,5.32,46,4
46,10,96.63,9.04,84,2
54,10,96.7,6.79,55,2
54,10,96.72,6.77,81,2
53,21,96.58,9.27,81,2
61,26,96.09,6.15,54,3
67,30,100.16,10.43,94,4
52,11,99.26,6.62,85,2
49,21,99.35,9.05,84,2
55,21,99.42,9.14,83,2
78,4,80.39,0.87,119,5
90,35,84.27,0.3,44,5
59,26,96.11,6.0,54,3
65,8,99.88,6.05,52,3
61,8,99.95,6.02,54,3
81,4,106.11,1.82,39,5
52,22,96.76,6.87,82,2
82,33,83.75,3.99,39,5
77,36,82.51,2.62,35,5
57,9,99.68,5.78,89,3
75,27,100.3,5.02,99,4
55,21,96.7,9.34,58,2
34,20,98.95,7.67,76,1
76,31,84.72,3.64,44,5
75,6,100.6,10.08,45,4
61,25,96.38,6.22,53,3
54,23,96.64,9.42,81,2
42,15,97.17,7.81,73,1
88,32,82.55,0.42,119,5
65,25,96.0,6.26,51,3
62,24,99.94,6.21,87,3
76,32,109.24,3.97,125,5
76,0,80.29,0.42,128,5
61,25,95.91,5.79,51,3
56,9,96.13,6.24,90,3
56,9,95.95,6.19,53,3
85,4,82.1,3.09,126,5
43,14,98.91,7.45,60,1
80,1,84.15,2.09,128,5
85,36,83.48,2.77,43,5
56,9,99.92,5.83,87,3
54,23,96.56,6.85,81,2
36,15,97.71,8.92,78,1
41,20,98.85,8.96,80,1
33,16,98.11,8.54,69,1
71,30,95.15,10.18,49,4
77,5,108.65,1.28,125,5
78,38,107.17,0.26,110,5
88,0,108.06,3.08,111,5
62,8,99.88,6.4,90,3
62,8,99.99,5.87,87,3
59,24,99.79,6.34,54,3
88,0,105.44,3.22,119,5
72,29,100.35,10.14,100,4
55,22,96.84,9.15,59,2
59,26,99.99,5.56,86,3
60,8,99.93,6.34,52,3
33,20,98.54,8.63,77,1
54,21,96.68,9.32,55,2
78,1,107.2,1.91,130,5
33,14,97.01,7.2,70,1
55,11,96.9,6.77,84,2
39,12,97.31,8.05,61,1
78,40,83.7,3.97,117,5
64,26,99.87,5.58,53,3
58,25,96.35,5.81,90,3
68,27,100.31,5.24,47,4
78,5,82.53,1.66,122,5
88,3,105.81,2.22,119,5
84,31,83.15,0.04,129,5
71,7,100.47,5.32,49,4
46,11,99.35,6.56,56,2
73,6,95.35,5.27,48,4
73,27,95.79,5.1,98,4
88,33,108.93,1.44,40,5
70,29,95.59,5.18,46,4
71,27,95.28,5.14,46,4
50,23,99.17,6.67,57,2
66,28,95.32,5.28,47,4
78,37,109.22,3.51,120,5
89,2,84.14,2.48,36,5
66,7,95.69,5.23,46,4
57,9,99.61,5.58,88,3
47,11,99.28,6.89,55,2
56,26,96.36,6.19,89,3
83,31,80.1,0.49,122,5
58,9,99.93,6.39,51,3
75,6,95.77,10.5,46,4
50,10,96.82,9.05,85,2
80,3,106.19,1.82,37,5
49,21,99.18,6.51,83,2
65,24,99.92,6.19,89,3
39,15,98.18,8.21,70,1
88,5,105.75,0.36,111,5
44,19,97.96,7.96,73,1
69,6,95.47,5.03,96,4
34,20,97.9,8.38,61,1
72,27,95.62,10.06,46,4
85,31,83.16,1.35,39,5
58,25,95.99,5.65,51,3
51,10,96.6,6.76,58,2
56,24,96.13,6.29,87,3
77,5,109.92,1.86,38,5
34,20,98.53,7.82,62,1
47,22,96.86,9.14,83,2
83,3,107.76,0.46,124,5
35,18,97.55,8.38,75,1
55,22,99.12,9.2,56,2
79,40,82.2,1.43,39,5
49,11,96.58,6.5,82,2
89,5,108.93,0.79,128,5
41,14,98.7,8.46,62,1
77,38,105.6,0.82,111,5
62,8,96.08,6.35,86,3
68,7,95.65,10.03,47,4
66,6,95.77,10.49,49,4
32,15,98.6,8.8,71,1
56,24,96.22,6.01,53,3
46,10,96.77,9.35,84,2
72,6,100.54,10.44,92,4
64,24,95.98,5.64,51,3
81,0,108.04,1.63,40,5
53,22,99.42,9.14,83,2
64,26,96.34,6.26,87,3
61,24,96.1,5.55,87,3
89,34,109.3,1.64,37,5
69,28,95.1,10.39,96,4
68,29,95.38,10.31,100,4
53,23,96.87,6.89,85,2
69,7,100.35,10.3,49,4
61,8,99.65,6.26,54,3
82,4,109.58,3.65,120,5
55,11,99.14,9.46,58,2
32,13,97.38,7.46,66,1
87,0,83.85,0.93,115,5
57,24,96.01,5.52,54,3
31,19,98.91,7.43,72,1
62,8,99.72,6.17,87,3
41,20,97.67,7.81,73,1
84,3,82.47,3.62,36,5
67,29,95.26,10.1,48,4
34,20,97.42,8.57,71,1
49,10,96.84,9.38,81,2
43,14,97.49,8.79,74,1
80,5,80.6,2.19,39,5
85,0,82.72,1.01,44,5
64,9,96.14,6.32,51,3
77,3,109.64,0.2,118,5
78,36,80.83,1.63,119,5
42,15,98.45,8.01,72,1
69,7,100.63,5.07,46,4
47,10,96.52,6.53,56,2
60,24,96.37,5.6,89,3
37,15,97.24,7.64,71,1
35,13,97.97,8.49,67,1
89,0,84.31,1.85,39,5
76,32,109.6,3.66,37,5
41,20,97.7,8.97,70,1
43,17,97.28,8.21,61,1
34,16,98.8,8.54,62,1
61,8,96.0,5.73,50,3
57,26,99.78,6.31,90,3
55,21,96.86,9.31,57,2
51,23,96.78,6.89,84,2
45,15,97.28,7.82,62,1
85,37,107.3,1.31,110,5
31,16,98.51,7.05,70,1
48,22,99.33,6.8,81,2
59,9,99.82,6.19,54,3
79,3,108.26,0.81,36,5
60,24,99.84,6.23,53,3
64,8,96.02,6.07,54,3
67,6,100.51,5.09,47,4
